Modelo,CVE ID,Second Description,AccessVector,Attack Complexity,Confidentiality Impact,Integrity Impact,Availability Impact,Base Score,Base Severity,Exploitability Score,Impact Score
Moodle,CVE-2010-2228,"vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en la interfase de control de acceso MNET en Moodle anteriores a v1.8.13 y v1.9.x anteriores a v1.9.9, permite a atacantes remotos inyectar secuencias de comandos web o HTML a través de vectores que implican caracteres extendidos en el nombre de usuario.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2010-2229,"vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en blog/index.php en Moodle anteriores a v1.8.13 y v1.9.x anteriores a v1.9.9, permite a atacantes remotos inyectar secuencias de comandos web o HTML a través de parámetros no especificados.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2010-2230,"El filtro de limpieza de KSES en lib/weblib.php en Moodle anteriores a v1.8.13 y v1.9.x anteriores a v1.9.9 no gestiona de forma adecuada direcciones URI vbscript, lo que permite a usuarios autenticados remotos conducir un ataque ejecución de secuencias de comandos (XSS) través de una entrada HTML.",NETWORK,LOW,NONE,PARTIAL,NONE,4.0,MEDIUM,,
Moodle,CVE-2010-2231,"Vulnerabilidad de falsificación de petición en  sitios cruzados (CSRF) en report/overview/report.php en el módulo quiz en Moodle anteriores a v1.8.13 y v1.9.x anteriores a v1.9.9, permite a atacantes remotos secuestrar la autenticación de usuarios de su elección que borran intentos del test a través del parámetro attempid.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Moodle,CVE-2010-4207,"Vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en la infraestructura del componente de Flash en YUI v2.4.0 hasta v2.8.1, tal como se emplea en Bugzilla, Moodle y otros productos, permite a atacantes remotos inyectar secuencias de comandos web o HTML mediante vectores relacionados con charts/assets/charts.swf.
",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2010-4208,"Vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en la infraestructura del componente de Flash en YUI v2.5.0 hasta v2.8.1, tal como se emplea en Bugzilla, Moodle y otros productos, permite a atacantes remotos inyectar secuencias de comandos web o HTML mediante vectores relacionados con uploader/assets/uploader.swf
",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2011-3757,"Moodle v2.0.1 permite a atacantes remotos obtener información sensible a través de una petición directa a un archivo .php, lo que revela la ruta de instalación en un mensaje de error, como se demostró con webservice/xmlrpc/locallib.php y algunos otros archivos.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
Moodle,CVE-2011-4118,"Mahara antes de v1.4.1, cuando se usa MNet (también conocido como Moodle network), permite a usuarios autenticados ganar privilegios a través de un salto a un objetivo XMLRPC",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.0,MEDIUM,,
Moodle,CVE-2011-4133,"Una vulnerabilidad de falsificación de peticiones en sitios cruzados (CSRF) en Moodle v1.9.x antes de v1.9.11 permite a atacantes remotos secuestrar la autenticación de víctimas aleatorias en solicitudes que modifican un feed RSS en un bloque de RSS.
",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Moodle,CVE-2011-4203,"Vulnerabilidad de inyección en CRLF en ficheros calendar/set.php en el componente Calendar en Moodle v1.9.x anteriores a v1.9.15, v2.0.x anteriores a v2.0.6, v2.1.x anteriores a v2.1.3, y v2.2 permiten a atacantes remotos injectar cabeceras HTTP de su elección y realizar ataques de división de respuesta HTTP a través de vectores de ataque en los que participa la variable de url.",NETWORK,LOW,NONE,PARTIAL,NONE,5.0,MEDIUM,,
Moodle,CVE-2011-4278,"Una vulnerabilidad de ejecución de comandos en sitios cruzados (XSS)  en la funcionalidad de  autocompletado de etiquetas en Moodle v1.9.x antes de v1.9.11 y v2.0.x antes de v2.0.2 permite a atacantes remotos inyectar secuencias de comandos web o HTML a través de vectores no especificados.
",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2011-4279,"Moodle v2.0.x antes de v2.0.2 no utiliza el ajuste de control forceloginforprofiles para controlar el acceso a los perfiles del curso, lo que hace que sea más fácil para los atacantes remotos a la hora de obtener información sensible a través de vectores relacionados con el uso de un motor de búsqueda, tal y como lo demuestra la funcionalidad de búsqueda de Google, Yahoo!, Wrensoft Zoom, MSN, Yandex y AltaVista.
",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
Moodle,CVE-2011-4280,"Una vulnerabilidad de ejecución de comandos en sitios cruzados (XSS) en la biblioteca PHPCoverage Spike (también conocido como spikephpcoverage) , tal y como se utiliza en Moodle v2.0.x antes de v2.0.2 y otros productos, permite a atacantes remotos inyectar secuencias de comandos web o HTML a través de vectores no especificados.
",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2011-4281,"Múltiples vulnerabilidades de falsificación de peticiones en sitios cruzados (CSRF) en Moodle v2.0.x antes de v2.0.2 permiten a atacantes remotos secuestrar la autenticación de usuarios de su elección en solicitudes que marcan la finalización de (1) una actividad o (2) un curso.
",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Moodle,CVE-2011-4282,"Múltiples vulnerabilidades de ejecución de comandos en sitios cruzados (XSS) en la funcionalidad curso-tags en tag/coursetags_more.php en Moodle v2.0.x antes de v2.0.2 permite a atacantes remotos inyectar secuencias de comandos web o HTML a través del parámetro (1) sort o (2) show.
",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2011-4283,"Moodle v1.9.x antes de v1.9.11 y v2.0.x antes de v2.0.2 coloca un archivo de inscripción de empresa IMS en el área de archivos del curso, lo que permite a atacantes remotos obtener información sensible a través de una solicitud imsenterprise-enrol.xml.
",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
Moodle,CVE-2011-4284,"Moodle v2.0.x anterior a v2.0.2 permite a ataacntes remotos obtener información desde un ""mi perfil"" (también conocido como ""My profile"")bloque, visitando una página clase.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
Moodle,CVE-2011-4285,"La configuración por defecto de Moodle v2.0.x antes de v2.0.2 tiene una configuración incorrecta de la funcionalidad moodle/course:delete, lo que permite eliminar cursos de su elección a usuarios remotos autenticados aprovechándose del rol 'teacher'.
",NETWORK,LOW,NONE,PARTIAL,PARTIAL,5.5,MEDIUM,,
Moodle,CVE-2011-4286,Múltiples vulnerabilidades de ejecución de secuencias de comandos en sitios cruzados (XSS) en la implementación de medios de filtro en filter/mediaplugin/filter.php en Moodle v1.9.x anterior a v1.9.11 y v2.0.x anterior a v2.0.2 permite a atacantes remotos inyectar secuencias de comandos web o HTML a través de vectores relacionados con (1) flash Video (también conocido como FLV) y (2) videos de YouTube.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2011-4287,"admin/uploaduser_form.php en Moodle v2.0.x anteriores a la v2.0.3 no fuerza a los usuarios autosubscribed a cambiar su contraseña, lo que hace que sea más fácil para los atacantes remotos obtener acceso aprovechándose de conocer la contraseña inicial de un nuevo usuario.
",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Moodle,CVE-2011-4288,"Moodle v1.9.x anterior a v1.9.12 y v2.0.x anterior a v2.0.3 no aplica correctamente las asociaciones entre los profesores y los grupos, lo que permite a usuarios remotos autenticados leer los informes de examen de los estudiantes arbitrarios mediante el aprovechamiento de la función docente.",NETWORK,LOW,PARTIAL,NONE,NONE,4.0,MEDIUM,,
Moodle,CVE-2011-4289,"Moodle v2.0.x anterior a v2.0.3 no reconoce el valor de configuración que hace que direcciones de correo electrónico sólo visible para los miembros del curso, lo que permite a usuarios remotos autenticados obtener la información de dirección sensible a la lectura de una página de perfil completo.",NETWORK,LOW,PARTIAL,NONE,NONE,4.0,MEDIUM,,
Moodle,CVE-2011-4290,Múltiples vulnerabilidades de ejecución de secuencias de comandos en sitios cruzados (XSS) en lib/weblib.php en Moodle v1.9.x anterior a v1.9.12 permite a atacantes remotos inyectar secuencias de comandos web o HTML a través de vectores relacionados con la codificación URL.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2011-4291,Moodle v2.0.x antes de v2.0.3 permite a usuarios autenticados remotamente provocar una denegación de servicio (registros de base de datos no válidos) a través de una serie de operaciones de las valoraciones manipuladas.,NETWORK,LOW,NONE,NONE,PARTIAL,4.0,MEDIUM,,
Moodle,CVE-2011-4292,Moodle v2.0.x antes de v2.0.3 permite a usuarios autenticados remotamente provocar una denegación de servicio (registros de base de datos no válidos) a través de una serie de operaciones de los comentarios manipuladas.,NETWORK,LOW,NONE,NONE,PARTIAL,4.0,MEDIUM,,
Moodle,CVE-2011-4293,"La implementación tema en Moodle v2.0.x antes de v2.0.4 y v2.1.x antes de v2.1.1 dispara duplicados de almacenamiento en caché de las Hojas de Estilo en Cascada (CSS) y el contenido de JavaScript, lo que permite a atacantes remotos evitar las restricciones de acceso previstos y escribir en un sistema operativo directorio temporal a través de vectores no especificados.",NETWORK,LOW,NONE,PARTIAL,PARTIAL,6.4,MEDIUM,,
Moodle,CVE-2011-4294,"La funcionalidad de mensajes de error en Moodle v1.9.x anterior a v1.9.13, v2.0.x anterior a v2.0.4, v2.1.1 y v2.1.x no garantiza que un enlace de continuidad se refiera a una dirección http o https para la instancia local de Moodle, lo que podría permitir a un atacante engañar a los usuarios a visitar sitios web a través de arbitrarias vectores no especificados.",NETWORK,MEDIUM,NONE,PARTIAL,PARTIAL,5.8,MEDIUM,,
Moodle,CVE-2011-4295,"El moodle_enrol_external:role_assign function in enrol/externallib.php en Moodle v2.0.x anterior a v2.0.4 y v2.1.x anterior a v2.1.1 no tiene una comprobación de autorización, permite a usuarios remotos autenticados obtener privilegios mediante una asignación de funciones.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,6.5,MEDIUM,,
Moodle,CVE-2011-4296,"lib/db/access.php en Moodle v2.0.x anterior a v2.0.4 y v2.1.x anterior a v2.1.1 asigna funciones incorrectas para el rol course-creator, permite a usuarios remotos autenticados para modificar los filtros del curso mediante el aprovechamiento de este papel.",NETWORK,LOW,NONE,PARTIAL,PARTIAL,5.5,MEDIUM,,
Moodle,CVE-2011-4297,"comment/lib.php en Moodle v2.0.x anterior a v2.0.4 y v2.1.x anterior a v2.1.1 no restringe adecuadamente las capacidades de comentarios, lo que permite a atacantes remotos para escribir un comentario, aprovechando el papel de la huésped y el funcionamiento de una actividad de primera página",NETWORK,LOW,NONE,PARTIAL,PARTIAL,6.4,MEDIUM,,
Moodle,CVE-2011-4298,"Múltiples vulnerabilidades de ejecución de secuencias de comandos en sitios cruzados (XSS) en mod/wiki/components en Moodle antes de v2.0.5 y v2.1.x antes de v.2.1.2, permite a atacantes remotos secuestrar la autenticación de usuarios de su elección en peticiones que modifican datos wiki.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Moodle,CVE-2011-4299,"Vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en mod/wiki/pagelib.php en Moodle antes de v2.0.5 y v2.1.x antes de v.2.1.2, permite a usuarios autenticados remotamente inyectar secuencias de comandos web o HTML a través de un comentario de wiki.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2011-4300,"El componente file_browser en Moodle v2.0.x antes de v2.0.5 y v2.1.x antes de v2.1.2 no restringe debidamente el acceso a los datos de categoría y curso, lo que permite a atacantes remotos obtener información sensible a través de una solicitud de un archivo.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
Moodle,CVE-2011-4301,"La clase MoodleQuickForm en la biblioteca de formularios en lib/formslib.php en Moodle v1.9.x antes de v1.9.14, v2.0.x antes de v2.0.5 y v2.1.x antes de v2.1.2 no reconoce las operaciones setConstant de Forms API, lo que permite a atacantes remotos presentar el contenido de forma inesperada mediante la modificación de los valores de los campos constantes.",NETWORK,LOW,NONE,PARTIAL,NONE,5.0,MEDIUM,,
Moodle,CVE-2011-4302,"mnet/xmlrpc/client.php en MNET en Moodle v1.9.x antes de v1.9.14, v2.0.x antes de v2.0.5,  v2.1.2 antes de v2.1.x, no procesa correctamente el valor de retorno de la función openssl_verify, lo que permite a atacantes remotos evitar la validación a través de un certificado modificado.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Moodle,CVE-2011-4303,"lib/db/upgrade.php en Moodle v2.0.x antes de v2.0.5 y v2.1.x antes de v2.1.2 no establece el valor de registration_hubs.secret adecuado durante la instalación, lo que permite a atacantes remotos eludir restricciones de acceso aprovechando la característica de los concentradores.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2011-4304,La funcionalidad de chat en Moodle v2.0.x antes de v2.0.5 y v2.1.x antes de v2.1.2 permite descubrir el nombre de cualquier usuario a usuarios remotos autenticados a través de una operación 'beep'.,NETWORK,LOW,PARTIAL,NONE,NONE,4.0,MEDIUM,,
Moodle,CVE-2011-4305,message/refresh.php en Moodle v1.9.x antes de v1.9.14 permite a usuarios remotos autenticados provocar una denegación de servicio (bucle infinito de peticiones) a través de una dirección URL que especifica un tiempo de espera cero para el refresco de mensajes.,NETWORK,LOW,NONE,NONE,PARTIAL,4.0,MEDIUM,,
Moodle,CVE-2011-4306,Una vulnerabilidad de ejecución de comandos en sitios cruzados (XSS) en course/editsection.html en Moodle v1.9.x antes de v1.9.14 permite a usuarios remotos autenticados inyectar secuencias de comandos web o HTML a través de datos debidamente modificados.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2011-4307,Una vulnerabilidad de ejecución de comandos en sitios cruzados(XSS) en mod/wiki/lang/es/wiki.php en Moodle v2.0.x antes de v2.0.5 y v2.1.x antes de v2.1.2 permite a atacantes remotos inyectar secuencias de comandos web o HTML a través del parámetro 'section'.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2011-4308,"mod/forum/user.php en Moodle v1.9.x antes de v1.9.14, v2.0.x antes de v2.0.5 y v2.1.x antes de v2.1.2 permite descubrir los nombres de otros usuarios a usuarios remotos autenticados a través de vectores no especificados.",NETWORK,LOW,PARTIAL,NONE,NONE,4.0,MEDIUM,,
Moodle,CVE-2011-4309,"Moodle v2.0.x antes de v2.0.5 y v2.1.x antes de v2.1.2 permite a atacantes remotos eludir restricciones de acceso y realizar búsquedas globales, aprovechandose del rol de invitado y hacer una petición directa a una dirección URL.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
Moodle,CVE-2011-4585,"login/change_password.php en Moodle v1.9.x antes de v1.9.15 no utiliza HTTPS para el formulario de cambio de contraseña, incluso si la opción httpslogin está activada, lo que permite a atacantes remotos obtener credenciales espiando el tráfico de red.
",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
Moodle,CVE-2011-4586,"Una vulnerabilidad de inyección CRLF en calendar/set.php en el subsistema de Calendario en Moodle v1.9.x antes de v1.9.15, v2.0.x antes de v2.0.6 y v2.1.x antes v2.1.3 que permite a atacantes remotos inyectar cabeceras HTTP de su elección y llevar a cabo ataques de división de respuesta HTTP a través de vectores no especificados.
",NETWORK,LOW,NONE,PARTIAL,NONE,5.0,MEDIUM,,
Moodle,CVE-2011-4587,"lib/moodlelib.php en Moodle v1.9.x antes de v1.9.15, v2.0.x antes de v2.0.6 y v2.1.x antes de v2.1.3 no maneja adecuadamente ciertos valores de cero en la política de contraseñas, lo que hace que sea más fácil para los atacantes remotos a la hora de obtener acceso aprovechándose de la posible existencia de cuentas de usuario con contraseñas en blanco.
",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
Moodle,CVE-2011-4588,"La función ip_in_range en Mnet/lib.php en MNET en Moodle v1.9.x antes de v1.9.15 utiliza un tipo de datos incorrecto, lo que permite a atacantes remotos eludir restricciones de direcciones IP a través de una solicitud XMLRPC.
",NETWORK,LOW,NONE,PARTIAL,NONE,5.0,MEDIUM,,
Moodle,CVE-2011-4589,"backup/moodle2/restore_stepslib.php en Moodle v2.0.x antes de v2.0.6 y v2.1.x antes de v2.1.3 no comprueba el privilegio moodle/course:changeidnumber durante la manipulación de números de identificación del curso, lo que permite sobrescribir los números ID a usuarios remotos autenticados a través de una acción de restauración.
",NETWORK,LOW,NONE,PARTIAL,PARTIAL,5.5,MEDIUM,,
Moodle,CVE-2011-4590,"La implementación de servicios web en Moodle v2.0.x antes de v2.0.6 y v2.1.x antes de v2.1.3 no tiene debidamente en cuenta el estado del modo de mantenimiento y los atributos de la cuenta durante los intentos de inicio de sesión, lo que permite eludir las restricciones de acceso a usuarios remotos autenticados al conectarse a un servidor de servicio web.
",NETWORK,LOW,NONE,PARTIAL,NONE,4.0,MEDIUM,,
Moodle,CVE-2011-4591,"Una vulnerabilidad de ejecución de comandos en sitios cruzados (XSS) en la función print_object en lib/datalib.php en Moodle v2.0.x antes de v2.0.6 y v2.1.x antes de v2.1.3, cuando se activa una secuencia de comandos de depuración de desarrollador, permite a atacantes remotos inyectar web script o HTML de su elección a través de vectores relacionados con los estados de los objetos.
",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
Moodle,CVE-2011-4592,"La implementación de la crontab por línea de comandos en Moodle v2.0.x antes de v2.0.6 y v2.1.x antes de v2.1.3 no interactua adecuadamente con el bloqueo de IPs, lo que podría permitir a atacantes remotos eludir restricciones de direcciones IP al aprovecharse de una configuración en la que el bloqueo de IP se ha desactivado para restaurar la funcionalidad cron.",NETWORK,LOW,NONE,PARTIAL,NONE,5.0,MEDIUM,,
Moodle,CVE-2011-4593,"Moodle v1.9.x antes de v1.9.15, v2.0.x antes de v2.0.6 y v2.1.x antes de v2.1.3 no controla correctamente los mensajes de grupo user/action_redir, lo que permite descubrir direcciones de correo electrónico a usuarios remotos autenticados visitando la interfaz de mensajería.",NETWORK,LOW,PARTIAL,NONE,NONE,4.0,MEDIUM,,
Moodle,CVE-2012-0792,mod/forum/user.php en Moodle v1.9.x anterior a v1.9.16 permite a usuarios remotos autenticados para obtener los nombres y otros detalles de las cuentas de usuario arbitrarias por parte de la búsqueda de,NETWORK,LOW,PARTIAL,NONE,NONE,4.0,MEDIUM,,
Moodle,CVE-2012-0793,"Moodle v1.9.x antes de v1.9.16, v2.0.x antes de v2.0.7, v2.1.x antes de v2.1.4, y v2.2.x antes de v2.2.1 permite a atacantes remotos ver las imágenes de perfil de las cuentas de usuario a través de vectores no especificados.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
Moodle,CVE-2012-0794,"La función rc4encrypt en lib/moodlelib.php en Moodle v1.9.x antes de v1.9.16, v2.0.x antes de v2.0.7, v2.1.x antes de v2.1.4 y v2.2.x antes de v2.2.1 utiliza una contraseña codificada 'nfgjeingjk', lo hace más fácil para los atacantes remotos a la hora de saltarse los mecanismos criptográficos de protección mediante la lectura de código fuente de este script en la distribución de este software de código abierto.
",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
Moodle,CVE-2012-0795,"Moodle v1.9.x anterior a v1.9.16, v2.0.x anterior a v2.0.7, v2.1.x anterior a v2.1.4, v2.2.1 y v2.2.x no valida la configuración del correo electrónico, permitiendo a usuarios remotos autenticados para tener una el impacto no especificado a través de una dirección diseñada.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,6.5,MEDIUM,,
Moodle,CVE-2012-0796,"class.phpmailer.php en la biblioteca PHPMailer, como los usados ??en Moodle v1.9.x antes de v1.9.16, v2.0.x antes de v2.0.7, v2.1.x antes de v2.1.4, y v2.2.x antes de v2.2.1 y otros productos, permite a usuarios remotos autenticados inyectar arbitrarias encabezados de correo electrónico a través de vectores relacionados con un hecho a mano (1) de: o (2) remitente: cabecera.",NETWORK,LOW,NONE,PARTIAL,NONE,4.0,MEDIUM,,
Moodle,CVE-2012-0797,"La funcionalidad de servicios web en Moodle v2.0.x anterior a v2.0.7, v2.1.x anterior a v2.1.4 y v2.2.x anterior a v2.2.1 permite a usuarios remotos autenticados para evitar el estado de borrado y seguir usando un servidor a través de un token.",NETWORK,LOW,PARTIAL,PARTIAL,NONE,5.5,MEDIUM,,
Moodle,CVE-2012-0798,La funcionalidad de auto-inscripción en Moodle v2.1.x anterior a v2.1.4 y v2.2.x anterior a v2.2.1 permite a usuarios remotos autenticados obtener la función de administrador mediante el aprovechamiento de la función docente.,NETWORK,LOW,PARTIAL,PARTIAL,NONE,5.5,MEDIUM,,
Moodle,CVE-2012-0799,"Moodle v2.0.x anterior a v2.0.7 y v2.1.x anterior a v2.1.4, cuando un anónimo en primera página el foro está activada, permite a atacantes remotos para obtener las claves de sesión para las sesiones, visite la página principal ..",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,,
Moodle,CVE-2012-0800,"La funcionalidad de autocompletado de formularios en Moodle v2.0.x antes de v2.0.7, v2.1.x antes de v2.1.4, y v2.2.x antes de v2.2.1 hace más fácil para los atacantes físicamente próximos el descubrir contraseñas mediante la lectura de los contenidos de un  campo de tipo 'non-password'. Tal y como lo demuestra el acceso a una página de creación de grupos con Safari en un dispositivo iPad.
",LOCAL,LOW,PARTIAL,NONE,NONE,2.1,LOW,,
Moodle,CVE-2012-0801,"lib/formslib.php en Moodle v2.1.x anterior a v2.1.4 y v2.2.x anterior a v2.2.1 no maneja adecuadamente varias instancias de un elemento de formulario, que tiene un impacto no especificado y vectores de ataque a distancia.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
Moodle,CVE-2012-2353,"Moodle v2.1.x anteriores a v2.1.6 y v2.2.x anteriores a v2.2.3 permite a usuarios remotos autenticados a obtener información sensible del usuario de campos ocultos mediante el aumento del rol de profesor y nevegando a ""enrolled users"" bajo la sección ""User Settings"".
",NETWORK,LOW,PARTIAL,NONE,NONE,4.0,MEDIUM,,
Moodle,CVE-2012-2354,"Moodle v2.1.x anteriores a v2.1.6 y v2.2.x anteriores a v2.2.3 permite a usuarios remotos autenticados a evitar los requisitos de la característica moodle/site:readallmessages y leer mensajes utilizando la característica ""Recent conversations"" con un parámetro modificado en la URL.",NETWORK,LOW,PARTIAL,NONE,NONE,4.0,MEDIUM,,
Moodle,CVE-2012-2355,Moodle v2.1.x anteriores a v2.1.6 y v2.2.x anteiores a v2.2.3 permite a usuarios remotos autenticados a evitar los requisitos question:use* y añadir preguntas a un cuestionario a través de la caractérística  questions.,NETWORK,LOW,NONE,PARTIAL,NONE,4.0,MEDIUM,,
Moodle,CVE-2012-2356,La funcionalidad question-bank en Moodle v2.1.x anteriores a v2.1.6 y v2.2.x anteriores a v2.2.3 permite usuarios remotos autenticados evitar los requisitos de capacidades establecidos y guardar preguntas a través de una acción save_question.,NETWORK,LOW,NONE,PARTIAL,NONE,4.0,MEDIUM,,
Moodle,CVE-2012-2357,"La característica Multi-Authentication en la función Central Authentication Service (CAS) en Moodle v2.1.x anterior a v2.1.6 y v2.2.x anteiores a v2.2.3 no utiliza HTTPS, lo que permite a atacantes remotos obtener credenciales espiando el tráfico de la red.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
Moodle,CVE-2012-2358,"Moodle v2.0.x anteriore a v2.0.9, 2.1.x anteriores a v2.1.6, y v2.2.x anteriores a v2.2.3 permite a usuarios remotos autenticados a evitar el estado de actividad solo-lectura y modificar la base de datos aumentando el rol de estudiante y editando la base de datos de las entradas de actividades eque ya existen.",NETWORK,LOW,NONE,PARTIAL,PARTIAL,5.5,MEDIUM,,
Moodle,CVE-2012-2359,"admin/roles/override.php en Moodle v2.0.x anteriores a v2.0.9, v2.1.x anteiores a v2.1.6, y v2.2.x anteriores a v2.2.3 permite a usuarios remotos autenticados obtener privilegios mediante la elevación de privilegios del rol de profesor y modificando sus propias capacidades, como se demostró consiguiendo la capacidad backup:userinfo.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,6.5,MEDIUM,,
Moodle,CVE-2012-2360,"Vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en el subsistema Wiki en Moodle v2.0.x anteriores a v2.0.9, v2.1.x anteriores a v2.1.6, y  v2.2.x anteriores a v2.2.3 permite a atacantes remotos inyectar secuencias de comandos web o HTML a través de una cadena manipuladaque es insertada en eñtçitulo de la página.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,3.5,LOW,,
Moodle,CVE-2012-2361,"Vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en admin/webservice/forms.php en la implementación del servicio Web en Moodle v2.0.x anteiores a v2.0.9, v2.1.x anteiores a v2.1.6, y v2.2.x anteriores a v2.2.3
permite a atacantes remotos inyectar secuencias de comandos web o HTML a través del campo name (también conocido como ""service name"" sobre admin/webservice/service.php",NETWORK,MEDIUM,NONE,PARTIAL,NONE,3.5,LOW,,
Moodle,CVE-2012-2362,"Vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en blog/lib.php en la implementación del blog en Moodle v1.9.x anteriores a v1.9.18 
permite a atacantes remotos inyectar secuencias de comandos web o HTML a través de un parámetro manipuolado sobre blog/index.php.",NETWORK,HIGH,NONE,PARTIAL,NONE,2.6,LOW,,
Moodle,CVE-2012-2363,"Vulnerabilidad de inyección SQL en calendar/event.php en la implementación en Moodle v1.9.x anteriores a v1.9.18, permite a atacantes remotos ejecutar comandos SQL de su elección a través de eventos del calendario manipulados.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,6.5,MEDIUM,,
Moodle,CVE-2012-2364,"Vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en lib/filelib.php en Moodle v2.0.x antgeriores a v2.0.9, v2.1.x anteriores v2.1.6, y v2.2.x anteriores a v2.2.3 permite a atacantes remotos inyectar secuencias de comandos web o HTML a través de un asignación de presentación con compresión ZIP, que conduce a un dibujo de un fichero text/html durante una acción ""download all"".",NETWORK,MEDIUM,NONE,PARTIAL,NONE,3.5,LOW,,
Moodle,CVE-2012-2365,"Vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en Moodle v2.0.x anteriores a v2.0.9, v2.1.x anteiores a v2.1.6, y 2.2.x anteriores a v2.2.3
permite a atacantes remotos inyectar secuencias de comandos web o HTML a través del campo idnumber sobre cohort/edit.php.
",NETWORK,MEDIUM,NONE,PARTIAL,NONE,3.5,LOW,,
Moodle,CVE-2012-2366,"mod/data/preset.php en Moodle v2.1.x anterior a v2.1.6 y v2.2.x anteriores a v2.2.3 no repite de forma adecuada el paso de una matriz, lo que permite a usuarios remotos autenticados a sobrescribir valores de la actividad en la base de datos a través de vectores no especificados.",NETWORK,LOW,NONE,PARTIAL,PARTIAL,5.5,MEDIUM,,
Moodle,CVE-2012-2367,"Moodle v1.9.x anteriores a v1.9.18, 2.0.x anteriores a v2.0.9, v2.1.x anteriores a v2.1.6, y v2.2.x anteriores a v2.2.3 permite a usuarios remotos autenticados a evitar los requisitos moodle/calendar:manageownentries y añadir una entrada a calendario a través de una acción nueva entrada.
",NETWORK,LOW,NONE,PARTIAL,NONE,4.0,MEDIUM,,
