Modelo,CVE ID,Second Description,AccessVector,Attack Complexity,Confidentiality Impact,Integrity Impact,Availability Impact,Base Score,Base Severity,Exploitability Score,Impact Score
iPhone 1,CVE-2007-3753,"Apple iPhone 1.1.1, con Bluetooth habilitado, permite a atacantes físicamente próximos provocar una denegación de servicio (terminación de la aplicación) y ejecutar código de su elección mediante paquetes SDP (Service Discovery Protocol), relacionado con una validación insuficiente de la entrada.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
iPhone 1,CVE-2007-3754,"Mail en Apple iPhone 1.1.1, al usar SSL, no avisa al usuario cuando el servidor de correo cambia o no es confiable, lo cual permite a atacantes remotos robar credenciales y leer correos electrónicos mediante un ataque de hombre en el medio (MITM, man-in-the-middle).",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2007-3755,"Mail en Apple iPhone 1.1.1 permite a atacantes remotos con la complicidad del usuario forzar al usuario del iPhone a hacer llamadas a números de teléfono de su elección mediante un enlace ""tel:"", lo cual no informa al usuario antes de marcar el número.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2007-3756,"Safari en Apple iPhone versiones anteriores a 1.1.1 y Safari versión 3 anterior a Beta Update 3.0.4 en Windows y Mac OS X versiones 10.4 hasta 10.4.10, permite a atacantes remotos obtener información confidencial por medio de una página web diseñada que identifica la URL de la ventana principal, incluso cuando la ventana principal está en un dominio diferente.",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2007-3757,"Safari en Apple iPhone 1.1.1 permite a atacantes remotos con la complicidad del usuario engañar al usuario del iPhone para que haga llamadas a números de teléfono de su elección mediante un enlace ""tel:"" manipulado artesanalmente que provoca que el iPhone muestre un número diferente del que está siendo marcado.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2007-3758,"Safari en Apple iPhone versión 1.1.1 y Safari versión 3 anterior a beta Update 3.0.4 en Windows y en Mac OS X versiones 10.4 hasta 10.4.10, permite a atacantes remotos ajustar las propiedades de ventana de Javascript para las páginas web que están en un dominio diferente, el cual puede ser aprovechado para conducir ataques de tipo cross-site scripting (XSS).",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2007-3759,"Safari en Apple iPhone 1.1.1, cuando se solicita deshabilitar Javascript, no lo deshabilita hasta que Safari se reinicia, lo cual podría dejar a Safari abierto a ataques que el usuario no espere.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 1,CVE-2007-3760,"Una vulnerabilidad de tipo cross-site scripting (XSS) en Safari en Apple iPhone versiones anteriores a 1.1.1 y Safari versión 3 anterior a Beta Update 3.0.4 en Windows y Mac OS X versiones 10.4 hasta 10.4.10, permite a atacantes remotos inyectar script web o HTML arbitrario por medio de etiquetas de trama.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2007-3761,Vulnerabilidad de secuencias de comandos en sitios cruzados (XSS) en Safari de Apple iPhone 1.1.1 permite a atacantes remotos inyectar secuencias de comandos web o HTML de su elección provocando que eventos Javascript sean aplicados a un marco (frame) en otro dominio.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2007-3944,"Múltiples desbordamientos de búfer en la región heap de la memoria en la biblioteca de Perl Compatible Regular Expressions (PCRE) en el motor de JavaScript en WebKit en Apple Safari versión 3 Beta anterior al Update 3.0.3 y iPhone versiones anteriores a 1.0.1, permiten a atacantes remotos ejecutar código arbitrario por medio de cierto expresiones regulares de JavaScript. NOTA: este problema se reportó originalmente solo para MobileSafari en el iPhone. NOTA: no está claro si esto es debido a un problema en la distribución original de PCRE, que ya podría tener un identificador CVE por separado.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2007-4671,"Una vulnerabilidad no especificada de Safari en Apple iPhone versiones anteriores a 1.1.1 y Safari versión 3 anterior a Beta Update 3.0.4 en Windows y Mac OS X versiones 10.4 hasta 10.4.10, permite a atacantes remotos  ""alter or access"" al contenido HTTPS por medio de una sesión HTTP con una página web diseñada que causa que Javascript sea aplicado a páginas HTTPS del mismo dominio.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 1,CVE-2007-5450,"Vulnerabilidad no especificada en Safari para el Apple iPod touch (también conocido como iTouch) y iPhone 1.1.1 permite a atacantes remotos con la intervención del usuario provocar una denegación de servicio (caída de aplicación), y habilitar la navegación del sistema de ficheros por parte del usuario local, mediante un determinado archivo TIFF.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2007-5858,"WebKit en Safari en Apple Mac OS X versiones 10.4.11 y 10.5.1, iPhone versiones 1.0 hasta 1.1.2, y iPod touch versiones 1.1 hasta 1.1.2, permite a los atacantes remotos ""navigate the subframes of any other page"", lo que se puede aprovechar para conducir ataques de tipo cross-site scripting (XSS) y obtener información confidencial.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2008-0034,Vulnerabilidad no especificada en Passcode Lock en Apple iPhone 1.0 hasta el 1.1.2 permite a usuarios con acceso físico ejecutar aplicaciones Sin entrar en el código de acceso a través de los vectores relacionados con las llamadas de emergencia.,LOCAL,LOW,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,,
iPhone 1,CVE-2008-0035,"Una vulnerabilidad no especificada en Foundation, como es usado en Apple iPhone versiones 1.0 hasta 1.1.2, iPod touch versiones 1.1 hasta 1.1.2 y Mac OS X versiones 10.5 hasta 10.5.1, permite a los atacantes remotos causar una denegación de servicio (finalización de aplicación) o ejecutar código arbitrario por medio de una URL diseñada que desencadena una corrupción de memoria en Safari.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 1,CVE-2008-0729,Mobile Safari en Apple iPhone en versiones 1.1.2 y 1.1.3 permite a atacantes remotos provocar una denegación de servicio (consumo de memoria y caída del dispositivo) a través de cierto código JavaScript que crea una cadena larga y un array que contiene elementos de cadena larga. Probablemente esté relacionado con CVE-2006-3677. NOTA: algunos de estos detalles se han obtenido de información de terceros.,NETWORK,MEDIUM,NONE,NONE,COMPLETE,7.1,HIGH,,
iPhone 1,CVE-2008-1586,"ImageIO en Apple iPhone OS 1.0 hasta 2.1 y iPhone OS para iPod touch 1.1 hasta 2.1, permite a los atacantes remotos causar una denegación de servicio(consumo de memoria o reinicio del dispositivo) a través de una imagen TIFF manipulada.",NETWORK,MEDIUM,NONE,NONE,COMPLETE,7.1,HIGH,,
iPhone 1,CVE-2008-2320,"Un desbordamiento de búfer en la región stack de la memoria en CarbonCore en Mac OS X versiones 10.4.11 y 10.5.4, iPhone OS versiones 1.0 hasta 2.2.1, y iPhone OS para iPod touch versiones 1.1 hasta 2.2.1, de Apple, permite a los atacantes dependiendo del contexto ejecutar código arbitrario o causar una denegación de servicio (bloqueo de aplicación) por medio de un nombre de archivo largo en la API de administración de archivos.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2008-3623,"Desbordamiento de búfer basado en montículo en CoreGraphics en Apple Safari antes de v3.2 en Windows permite a atacantes remotos ejecutar código de su elección o provocar una denegación de servicio (caída de la aplicación) mediante una imagen manipulada, relacionado con el manejo inadecuado de espacios de color.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2008-3632,"Una vulnerabilidad de uso de memoria previamente liberada en WebKit en iPod touch versiones 1.1 hasta 2.0.2 y iPhone versiones 1.0 hasta 2.0.2, de Apple, permite a los atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (bloqueo de aplicación) por medio de una página web con sentencias de importación de Hojas de Estilo en Cascada (CSS).",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2008-3950,"Error de superación de límite en la función _web_drawInRect:withFont:ellipsis:alignment:measureOnly 
en el WebKit en Safari en Apple iPhone 1.1.4 y 2.0 e iPod touch 1.1.4 y 2.0, permite a atacantes remotos provocar una denegación de servicio (caída de navegador) a través de una llamada a una alerta JavaScript con un argumento que carece de caracteres frágiles y tiene una longitud que es múltiplo del tamaño de memoria, lo que conduce a una lectura fuera de límites.",NETWORK,LOW,NONE,NONE,PARTIAL,5.0,MEDIUM,,
iPhone 1,CVE-2008-4211,"Un error en la propiedad signedness de enteros en (1) QuickLook en Mac OS X versión 10.5.5 de Apple y (2) Office Viewer en iPhone OS de Apple versiones 1.0 hasta 2.1 y iPhone OS para iPod touch versiones 1.1 hasta 2.1, permite a los atacantes remotos causar una denegación de servicio (terminación de aplicación) y ejecutar código arbitrario por medio de un archivo de Microsoft Excel diseñado que desencadena un acceso de memoria fuera de límites, relacionado con el ""handling of columns”.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,,
iPhone 1,CVE-2008-4227,"El sistema operativo Apple iPhone  desde la v1.0 hasta la v2.1 y el sistema operativo iPhone para el iPod Touch desde la v1.0 hasta la v2.1 cambian el nivel de cifrado de las conexiones VPN PPTP a un nivel mas bajo del que fue usado previamente, lo cual facilita a atacantes remotos obtener información sensible o secuestras una conexión mediante el descifrado del trafico de red.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,,
iPhone 1,CVE-2008-4228,La funcionalidad de bloqueo del terminal (Passcode Lock) en Apple iPhone OS 1.0 hasta 2.1 y iPhone OS para iPod touch 1.1 hasta 2.1 permite a atacantes con acceso físico aprovechar la llamada de emergencia en dispositivos bloqueados hacer una llamada de teléfono a un número de se elección.,LOCAL,LOW,NONE,PARTIAL,PARTIAL,3.6,LOW,,
iPhone 1,CVE-2008-4230,"La funcionalidad Passcode Lock en el sistema operativo del iPhone de Apple desde la v1.0 hasta la v2.1 y el sistema operativo iPhone para el iPod touch desde la v1.0 hasta la v2.1 muestra los mensajes SMS cuando la pantalla de llamada de emergencia esta visible, lo que permite a atacantes físicamente próximos obtener información sensible mediante la lectura de estos mensajes. NOTA: Podría ser una vulnerabilidad duplicada de CVE-2008-4593",LOCAL,MEDIUM,PARTIAL,NONE,NONE,1.9,LOW,,
iPhone 1,CVE-2008-4231,"Safari en Apple iPhone OS v1.0 hasta v2.1 e iPhone OS para iPod touch v1.1 hasta v2.1 no maneja adecuadamente los elementos HTML TABLE, esto permite a atacantes remotos ejecutar código de su elección o provocar una denegación de servicio (corrupción de memoria y caída de la aplicación) a través de un documento HTML manipulado.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2008-4233,"Safari en Apple iPhone OS v1.0 hasta v2.1 e iPhone OS para iPod touch v1.1 hasta v2.1; no aísla el diálogo de aceptar llamadas (call-approval) del proceso de lanzamiento de nuevas aplicaciones, esto permite a atacantes remotos realizar llamadas de teléfono de su elección a través de un documento HTML manipulado.",NETWORK,HIGH,NONE,NONE,PARTIAL,2.6,LOW,,
iPhone 1,CVE-2009-0945,"WebKit, utilizado en Safari anterior a v3.2.3 y v4 Public Beta, en Apple Mac OS X v10.4.11 y v10.5 y anteriores a v10.5.7 y Windows permite a atacantes remotos ejecutar código arbitrario a través de un objeto elaborado SVGList que provoca una corrupción de memoria.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2009-0958,"Apple iPhone OS v1.0 hasta v2.2.1 e iPhone OS para iPod touch v1.1 hasta v2.2.1 guarda una excepción para un nombre de servidor (hostname) cuando el usuario acepta un certificado de servidor Exchange no confiable, provocando que sea aceptado en usos futuros sin consultar al usuario y permitiendo que servidores Exchange remotos obtengan información sensible como las credenciales de acceso.",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-0959,"El codificador de vídeo MPEG-4 en Apple iPhone OS v1.0 hasta v2.2.1 e iPhone OS para iPod touch v1.1 hasta v2.2.1 permite a atacantes remotos provocar una denegación de servicio (reinicialización de dispositivo) mediante un fichero de vídeo MPEG-4 manipulado que dispara un ""evento de validación de entrada"".",NETWORK,MEDIUM,NONE,NONE,COMPLETE,7.1,HIGH,,
iPhone 1,CVE-2009-0960,"El componente Mail en iPhone OS versiones 1.0 hasta 2.2.1 y iPhone OS para iPod touch versiones 1.1 hasta 2.2.1, de Apple, no proporciona una opción para deshabilitar la carga remota de imágenes en el correo electrónico HTML, lo que permite a los atacantes remotos determinar la dirección del dispositivo y cuando se lee un correo electrónico por medio de un correo electrónico HTML que contiene una URL de imagen.",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-0961,"El componente Mail en Apple iPhone OS v1.0 hasta v2.2.1 e iPhone OS para iPod touch v1.1 hasta v2.2.1 descarta el dialogo de aprobación de llamada cuando aparece otra alerta, pudiendo permitir a atacantes remotos forzar al iPhone hacer una llamada sin la aprobación del usuario al causar que una aplicación dispare una alerta.",NETWORK,LOW,NONE,PARTIAL,NONE,5.0,MEDIUM,,
iPhone 1,CVE-2009-1679,"El componente Profiles en Apple iPhone OS v1.0 hasta v2.2.1 e iPhone OS para iPod touch v1.1 hasta v2.2.1, cuando instalan un perfil de configuración, puede reemplazar la política de contraseña desde Exchange ActiveSync por una política de contraseña débil, permitiendo a atacantes próximos físicamente eludir la política prevista.",LOCAL,LOW,NONE,PARTIAL,NONE,2.1,LOW,,
iPhone 1,CVE-2009-1680,"Safari en n Apple iPhone OS v1.0 hasta v2.2.1 e iPhone OS para iPod touch v1.1 hasta v2.2.1 no borra correctamente el historial de búsqueda cuando es borrada desde la configuración de la aplicación, permitiendo que atacantes próximos físicamente obtengan el historial de búsqueda.",LOCAL,LOW,PARTIAL,NONE,NONE,2.1,LOW,,
iPhone 1,CVE-2009-1681,"WebKit en Apple Safari anteriores a v4.0 no previene que páginas web sean cargadas en contenidos de terceros dentro de un ""submarco"", lo que permite a los atacantes remotos evitar la Política Original Misma y conduce a un ataque de ""clickjacking"" a través de un documento HTML manipulado.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-1683,"El componente Telephony en Apple iPhone OS v1.0 hasta v2.2.1 e iPhone OS para iPod touch v1.1 hasta v2.2.1 permite a atacantes remotos provocar una denegación de servicio (reinicializar el dispositivo) mediante una petición de eco ICMP manipulada, disparando un error de aserción relacionado con un ""elemento lógico"".",NETWORK,LOW,NONE,NONE,COMPLETE,7.8,HIGH,,
iPhone 1,CVE-2009-1684,"Vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en WebKit en Apple Safari anteriores a v4.0, permite a los atacantes remotos inyectar arbitrariamente una secuencia de comandos web o HTML a través de un procesador de evento que lanza la ejecución de una secuencia de comandos en el contexto del próximo documento cargado.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-1685,Vulnerabilidad de secuencias de comandos en sitios cruzados (XSS) en WebKit en Apple Safari antes de v4.0 permite a atacantes remotos inyectar HTML o secuencias de comandos web arbitrarios sobrescribiendo  la propiedad document.implementation de (1) un documento embebido o (2) un documento padre.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-1686,"WebKit en Apple Safari antes de v4.0 no maneja adecuadamente constantes (alias const) declaradas en una operación de conversión de tipo durante el manejo de excepciones en JavaScript, lo cual permite a atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (corrupción de memoria y cuelgue de aplicación) a través de un documento HTML elaborado.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2009-1687,"El JavaScript garbage collector en WebKit en Apple Safari anteriores a v4.0 no maneja adecuadamente la localización de fallos, lo que permite a atacantes remotos ejecutar código de su elección o provocar una denegación de servicio (consumo de memoria y caída de aplicación) a través de un documento HTML manipulado que lanza acceso de escritura a un ""offset de un puntero NULL"".",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2009-1688,"Vulnerabilidad de ejecución de secuencias de comandos en sitios cruzados (XSS) en WebKit en Apple Safari anteriores a v4.0 permite a los atacantes remotos inyectar arbitrariamente una secuencia de comandos web o HTML a través de vectores relativos a determinados contextos de seguridad un desarrollo que no es el ""método estándar HTML 5"".",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-1689,"Vulnerabilidad de secuencias de comandos en sitios cruzados (XSS) en WebKit en Apple Safari anteriores v4.0 permite a atacantes remotos inyectar secuencias de comandos web o HTML de su elección a través de vectores qeu implican la presentación de un formulario la direccion about:blank, referido a un reemplazo en un contexto de seguridad.
",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-1690,"Una vulnerabilidad de uso de memoria previamente liberada en WebKit, como es usado en Safari de Apple anterior a versión 4.0, iPhone OS versiones 1.0 hasta 2.2.1, iPhone OS para iPod touch versiones 1.1 hasta 2.2.1, Chrome de Google versión 1.0.154.53, y posiblemente otros productos, permite a los atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (corrupción de memoria y bloqueo de aplicación) mediante el establecimiento de una propiedad no especificada de una etiqueta HTML que causa que los elementos secundarios se liberen y más adelante se tenga acceso cuando se produce un error HTML, relacionado con ""recursion in certain DOM event handlers"".",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2009-1691,Vulnerabilidad de secuencias de comandos en sitios cruzados (XSS) en WebKit en Apple Safari anterior a v4.0 permite a atacantes remotos inyectar secuencias de comandos web a su elección o HTML a través de vectores relacionados con el control insuficiente de acceso a los prototipos estándar de JavaScript en otros dominios.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-1692,"WebKit en Apple iPhone OS v1.0 hasta v2.2.1 e iPhone OS para iPod touch v1.1 hasta v2.2.1 permite a atacantes remotos provocar una denegación de servicio (reinicio de dispositivo) mediante una página web conteniendo un objeto HTMLSelectElement con un atributo ""length"" grande.",NETWORK,MEDIUM,NONE,NONE,COMPLETE,7.1,HIGH,,
iPhone 1,CVE-2009-1693,"WebKit en Apple Safari anteriores a v4.0 permite a atacantes remotos leer imágenes desde sitios Web de su elección a través de un elemento CANVAS con una imagen SVG, relativo a ""Característica de captura de imagen en sitio cruzado"".",NETWORK,MEDIUM,PARTIAL,PARTIAL,NONE,5.8,MEDIUM,,
iPhone 1,CVE-2009-1694,"WebKit en Apple Safari anterior a v4.0 no redirecciona correctamente, lo que permite a atacantes remotos leer las imágenes de sitios web a su eleccion a traves de vectores relacionados al elemento CANVAS y redirección, relacionado con una ""incidencia de captura de imagen de sitios cruzados.""",NETWORK,MEDIUM,PARTIAL,PARTIAL,NONE,5.8,MEDIUM,,
iPhone 1,CVE-2009-1695,"Vulnerabilidad de secuencias de comandos en sitios cruzados (XSS) en WebKit de Apple Safari anterior a v4.0, permite a atacantes remotos inyectar secuencias de comandos Web o HTML de su elección a través de vectores que incluyen acceso a contenidos de marco después de finalizar la transición de una página.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-1696,"WebKit en Apple Safari anterior a v4.0 emplea números aleatorios predecibles en las aplicaciones JavaScript, esto simplifica a los servidores Web remotos seguir el comportamiento de un usuario de Safari en una sesión.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,,
iPhone 1,CVE-2009-1697,"Vulnerabilidad de inyección CRLF (se refiere a CR (retorno de carro) y LF (salto de línea)) en WebKit en Apple Safari anterior a v4.0. Permite a atacantes remotos inyectar cabeceras HTTP y saltarse la política ""Same Origin"" a través de un documento HTML manipulado, relativo a ataques de secuencias de comandos en sitios cruzados (XSS) que dependen de la comunicación con sitios Web arbitrarios dentro del mismo servidor Web, mediante el uso de XMLHttpRequest sin la cabecera Host.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-1698,"WebKit en Apple Safari anteriores a v4.0 no inicializa un puntero durante el proceso de llamada de función attr Cascading Style Sheets (CSS) con un argumento numérico largo, lo que permite a los atacantes remotos ejecutar arbitrariamente código o causar una denegación de servicio (corrupción de memoria y caída de la aplicación) a través de documentos HTML manipulados.",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2009-1699,"La implementación de la hoja de estilo XSL en WebKit en Apple Safari anterior a v4.0 no maneja adecuadamente las entidades externas XML, lo cual permite a atacantes remotos leer ficheros arbitrarios a través de un DTD elaborado, como lo demuestra un fichero: ///etc/passwd URL en una declaración de entidad, relacionado con un ""ataque XXE"".",NETWORK,MEDIUM,COMPLETE,NONE,NONE,7.1,HIGH,,
iPhone 1,CVE-2009-1700,"La implementación XSLT en WebKit en Apple Safari anteriores a 4.0 no trata apropiadamente las redirecciones, lo que permite a los atacantes remotos leer contenido XML desde páginas web arbitrarias a través de documentos manipudados.",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-1701,"Vulnerabilidad de uso después de la liberación en la implementación en WebKit en Apple Safari anteriores a v4.0, permite a atacantes remotos ejecutar código de su elección o provocar una denegación de servicio (caída de la aplicación) destruyendo un elemento document.body que tiene un contenedor XML no especificado con elementos que soportan el atributo dir. 
",NETWORK,MEDIUM,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,,
iPhone 1,CVE-2009-1702,"Vulnerabilidad de secuencias de comandos en sitios cruzados (XSS) en WebKit en Apple Safari anteriores a v4.0 permite a atacantes remotos inyectar secuencias de comandos web i HTML a traves de vctores relacionados con la gestion inadecuada de los objetos ""Location"" y ""History"".",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,,
iPhone 1,CVE-2009-3936,"Vulnerabilidad no especificada en Citrix Online Plug-in para Windows 11.0.x en versiones anteriores a la 11.0.150 y 11.x en versiones anteriores a la 11.2, Online Plug-in para Mac en versiones anteriores a la 11.0, Receiver para iPhone en versiones anteriores a la 1.0.3, y cliente ICA Java, Mac, UNIX, y Windows para XenApp y XenDesktop permite a atacantes remotos hacerse pasar por el servidor SSL/TLS y eludir la autenticación mediante un certificado manipulado, una vulnerabilidad diferente a CVE-2009-3555.",NETWORK,MEDIUM,NONE,PARTIAL,PARTIAL,5.8,MEDIUM,,
iPhone 1,CVE-2010-0038,"El modo de recuperación en Apple iPhone OS desde v1.0 hasta v3.1.2, y iPhone OS para iPod touch desde v1.1 hasta v3.1.2, permite a atacantes físicamente próximos evitar el bloqueo del dispositivo, y leer o modificar datos de forma arbitraria, a través del mensaje de control de USB que inicia una corrupción de memoria.",LOCAL,LOW,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,,
iPhone 1,CVE-2010-1119,"Una vulnerabilidad de uso de memoria previamente liberada en WebKit en Safari de Apple anterior a versión 5.0 sobre Mac OS X versiones 10.5 hasta 10.6 y Windows, Safari anterior a versión 4.1 sobre Mac OS X versión 10.4, y Safari en iPhone OS de Apple, permite a los atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (bloqueo de aplicación), o leer la base de datos SMS u otros datos, por medio de vectores relacionados con ""attribute manipulation"", como es demostrado por Vincenzo Iozzo y Ralf Philipp Weinmann durante una competición Pwn2Own en CanSecWest 2010.",NETWORK,LOW,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,,
iPhone 1,CVE-2010-1812,"Vulnerabilidad de uso después de la liberación en WebKit en Apple iOS anterior a v4.1 en el iPhone e iPod touch, permite a atacantes remotos producir una denegación de servicio (caída de la aplicación) mediante vectores que comprenden selecciones.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 1,CVE-2010-1814,WebKit en Apple OI anterior a v4.1 en el iPhone y el iPod touch permite a atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (corrupción de memoria y caída de la aplicación) a través de vectores que implican form menus.,NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 1,CVE-2010-1815,"Vulnerabilidad de uso después de la liberación en WebKit en Apple iOS anterior a v4.1 en iPhone e iPod touch, permite a atacantes remotos producir una denegación de servicio (caída de aplicación) mediante vectores que comprenden las barras de desplazamiento.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 1,CVE-2010-2332,"Impact Financials, Inc. Impact PDF Reader v2.0, v1.2, y otras versiones para iPhone y iPod touch permite a atacantes remotos provocar una denegación de servicio (caída del servidor) a través de un body ""..."" en una petición POST.",NETWORK,LOW,NONE,NONE,PARTIAL,5.0,MEDIUM,,
iPhone 1,CVE-2011-1417,"Un desbordamiento de enteros en QuickLook, tal y como es usado en Mac OS X anterior a versión 10.6.7 y MobileSafari en iOS anterior a versión  4.2.7 y versiones 4.3.x anteriores a 4.3.2, de Apple, permite a los atacantes remotos ejecutar código arbitrario o causar una denegación de servicio (corrupción de memoria y bloqueo de aplicación) por medio de un documento de Microsoft Office con un campo de tamaño diseñado en OfficeArtMetafileHeader, relacionado a OfficeArtBlip, como es demostrado en el iPhone por Charlie Miller y Dion Blazakis durante una competencia de Pwn2Own en CanSecWest 2011.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 1,CVE-2011-2385,"El paquete iPhoneHandle v0.9.x anterior a v0.9.7 y v1.0.x anterios a v1.0.3 en Open Ticket Request System (OTRS) no restringe adecuadamente el uso de intefaces de iPhoneHandle, lo que permite a usuarios autenticados de forma remota obtener privilegios, y en consecuencia, leer o modificar objetos OTRS, a través de vectores desconocidos.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,6.5,MEDIUM,,
iPhone 1,CVE-2012-1327,"dot11t/t_if_dot11_hal_ath.c en Cisco IOS v12.3, v12.4, v15.0, y v15.1 permite a atacantes remotos causar una denegación de servicio (reinicio del sistema) a través de tráfico 802.11, como se demuestra con una llamada de vídeo desde un Apple iOS 5.0 en un iPhone 4S, también conocido como Bug ID CSCtt94391.",ADJACENT_NETWORK,LOW,NONE,NONE,COMPLETE,6.1,MEDIUM,,
iPhone 1,CVE-2013-5726,"Tweetbot 1.3.3 para Mac, y 2.8.5 para iPad y iPhone, no requiere confirmación de (1) seguimiento o (2) acciones favoritas, lo que permite a atacantes remotos forzar automáticamente al usuario para realizar acciones no deseadas, tal y como se demostró a través de la URL tweetbot:///follow/.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,,
iPhone 1,CVE-2016-7638,"Se ha descubierto un problema en ciertos productos Apple. iOS en versiones anteriores a 10.2 está afectado. El problema involucra al componente ""Find My iPhone"", que permite a atacantes próximos físicamente deshabilitar este componente eludiendo la autenticación.",LOCAL,LOW,NONE,NONE,PARTIAL,2.1,LOW,,
