idCWE;nombre_en;descripcion_en;nombre;descripcion
263;Password Aging with Long Expiration;The product supports password aging, but the expiration period is too long.;Envejecimiento de contraseña con larga vencimiento;El producto admite el envejecimiento de la contraseña, pero el período de vencimiento es demasiado largo.
266;Incorrect Privilege Assignment;A product incorrectly assigns a privilege to a particular actor, creating an unintended sphere of control for that actor.;Asignación de privilegios incorrectos;Un producto asigna incorrectamente un privilegio a un actor en particular, creando una esfera de control involuntaria para ese actor.
267;Privilege Defined With Unsafe Actions;A particular privilege, role, capability, or right can be used to perform unsafe actions that were not intended, even when it is assigned to the correct entity.;Privilegio definido con acciones inseguras;Se puede usar un privilegio particular, el rol, la capacidad o el derecho para realizar acciones inseguras que no fueron previstas, incluso cuando se asigna a la entidad correcta.
268;Privilege Chaining;Two distinct privileges, roles, capabilities, or rights can be combined in a way that allows an entity to perform unsafe actions that would not be allowed without that combination.;Encadenamiento de privilegios;Dos privilegios, roles, capacidades o derechos distintos se pueden combinar de una manera que permita a una entidad realizar acciones inseguras que no se permitirían sin esa combinación.
269;Improper Privilege Management;The product does not properly assign, modify, track, or check privileges for an actor, creating an unintended sphere of control for that actor.;Gestión de privilegios inadecuados;El producto no asigna, modifica, rastrea o verifica correctamente los privilegios de un actor, creando una esfera de control no deseada para ese actor.
270;Privilege Context Switching Error;The product does not properly manage privileges while it is switching between different contexts that have different privileges or spheres of control.;Error de conmutación de contexto de privilegio;El producto no gestiona adecuadamente los privilegios mientras cambia entre diferentes contextos que tienen diferentes privilegios o esferas de control.
271;Privilege Dropping / Lowering Errors;The product does not drop privileges before passing control of a resource to an actor that does not have those privileges.;Errores de caída de privilegios / reducción;El producto no elimina los privilegios antes de pasar el control de un recurso a un actor que no tiene esos privilegios.
272;Least Privilege Violation;The elevated privilege level required to perform operations such as chroot() should be dropped immediately after the operation is performed.;Violación de menor privilegio;El nivel de privilegio elevado requerido para realizar operaciones como chroot () debe eliminarse inmediatamente después de realizar la operación.
273;Improper Check for Dropped Privileges;The product attempts to drop privileges but does not check or incorrectly checks to see if the drop succeeded.;Verificación incorrecta para privilegios caídos;El producto intenta eliminar privilegios, pero no verifica ni verifica incorrectamente si la caída tuvo éxito.
274;Improper Handling of Insufficient Privileges;The product does not handle or incorrectly handles when it has insufficient privileges to perform an operation, leading to resultant weaknesses.;Manejo inadecuado de privilegios insuficientes;El producto no maneja ni maneja incorrectamente cuando no tiene suficientes privilegios para realizar una operación, lo que lleva a debilidades resultantes.
276;Incorrect Default Permissions;During installation, installed file permissions are set to allow anyone to modify those files.;Permisos incorrectos por defecto;Durante la instalación, se establecen permisos de archivos instalados para permitir que cualquiera modifique esos archivos.
277;Insecure Inherited Permissions;A product defines a set of insecure permissions that are inherited by objects that are created by the program.;Permisos inseguros hereditarios;Un producto define un conjunto de permisos inseguros heredados por objetos creados por el programa.
278;Insecure Preserved Inherited Permissions;A product inherits a set of insecure permissions for an object, e.g. when copying from an archive file, without user awareness or involvement.;Permisos heredados preservados inseguros;Un producto hereda un conjunto de permisos inseguros para un objeto, p.Al copiar desde un archivo de archivo, sin conciencia del usuario o participación.
279;Incorrect Execution-Assigned Permissions;While it is executing, the product sets the permissions of an object in a way that violates the intended permissions that have been specified by the user.;Permisos asignados a ejecución incorrectos;Mientras se ejecuta, el producto establece los permisos de un objeto de una manera que viola los permisos previstos que el usuario ha especificado.
280;Improper Handling of Insufficient Permissions or Privileges ;The product does not handle or incorrectly handles when it has insufficient privileges to access resources or functionality as specified by their permissions. This may cause it to follow unexpected code paths that may leave the product in an invalid state.;Manejo inadecuado de permisos o privilegios insuficientes;El producto no maneja ni maneja incorrectamente cuando no tiene suficientes privilegios para acceder a recursos o funcionalidad según lo especificado por sus permisos.Esto puede hacer que siga rutas de código inesperadas que pueden dejar el producto en un estado no válido.
281;Improper Preservation of Permissions;The product does not preserve permissions or incorrectly preserves permissions when copying, restoring, or sharing objects, which can cause them to have less restrictive permissions than intended.;Preservación inadecuada de permisos;El producto no preserva los permisos ni preserva incorrectamente los permisos al copiar, restaurar o compartir objetos, lo que puede hacer que tengan permisos menos restrictivos de lo previsto.
282;Improper Ownership Management;The product assigns the wrong ownership, or does not properly verify the ownership, of an object or resource.;Gestión de propiedad incorrecta;El producto asigna la propiedad incorrecta, o no verifica adecuadamente la propiedad, de un objeto o recurso.
283;Unverified Ownership;The product does not properly verify that a critical resource is owned by the proper entity.;Propiedad no verificada;El producto no verifica adecuadamente que un recurso crítico sea propiedad de la entidad adecuada.
284;Improper Access Control;The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor.;Control de acceso incorrecto;El producto no restringe ni restringe incorrectamente el acceso a un recurso de un actor no autorizado.
285;Improper Authorization;The product does not perform or incorrectly performs an authorization check when an actor attempts to access a resource or perform an action.;Autorización incorrecta;El producto no realiza ni realiza incorrectamente una verificación de autorización cuando un actor intenta acceder a un recurso o realizar una acción.
286;Incorrect User Management;The product does not properly manage a user within its environment.;Gestión incorrecta de los usuarios;El producto no administra adecuadamente a un usuario dentro de su entorno.
287;Improper Authentication;When an actor claims to have a given identity, the product does not prove or insufficiently proves that the claim is correct.;Autenticación inadecuada;Cuando un actor afirma tener una identidad dada, el producto no prueba ni prueba de manera insuficiente que el reclamo es correcto.
288;Authentication Bypass Using an Alternate Path or Channel;A product requires authentication, but the product has an alternate path or channel that does not require authentication.;Bypass de autenticación utilizando una ruta o canal alternativo;Un producto requiere autenticación, pero el producto tiene una ruta o canal alternativo que no requiere autenticación.
289;Authentication Bypass by Alternate Name;The product performs authentication based on the name of a resource being accessed, or the name of the actor performing the access, but it does not properly check all possible names for that resource or actor.;Autenticación derivada por nombre alternativo;El producto realiza la autenticación basada en el nombre de un recurso que se accede, o el nombre del actor que realiza el acceso, pero no verifica correctamente todos los nombres posibles para ese recurso o actor.
290;Authentication Bypass by Spoofing;This attack-focused weakness is caused by incorrectly implemented authentication schemes that are subject to spoofing attacks.;Autenticación derivada por falsificación;Esta debilidad centrada en el ataque es causada por esquemas de autenticación implementados incorrectamente que están sujetos a ataques de falsificación.
291;Reliance on IP Address for Authentication;The product uses an IP address for authentication.;Dependencia de la dirección IP para la autenticación;El producto utiliza una dirección IP para la autenticación.
292;DEPRECATED: Trusting Self-reported DNS Name;This entry has been deprecated because it was a duplicate of CWE-350. All content has been transferred to CWE-350.;Deprecido: confiar en el nombre de DNS autoinformado;Esta entrada ha sido desaprobada porque fue un duplicado de CWE-350.Todo el contenido ha sido transferido a CWE-350.
293;Using Referer Field for Authentication;The referer field in HTTP requests can be easily modified and, as such, is not a valid means of message integrity checking.;Uso del campo Referente para la autenticación;El campo de referente en las solicitudes HTTP puede modificarse fácilmente y, como tal, no es un medio válido de verificación de integridad de mensajes.
294;Authentication Bypass by Capture-replay;A capture-replay flaw exists when the design of the product makes it possible for a malicious user to sniff network traffic and bypass authentication by replaying it to the server in question to the same effect as the original message (or with minor changes).;Autenticación de derivación de captura-replía;Existe una falla de repleto de captura cuando el diseño del producto hace posible que un usuario malicioso olfatee el tráfico de la red y pase por la autenticación repitiéndolo al servidor en cuestión con el mismo efecto que el mensaje original (o con cambios menores).
295;Improper Certificate Validation;The product does not validate, or incorrectly validates, a certificate.;Validación de certificado incorrecto;El producto no valida ni valida incorrectamente, un certificado.
296;Improper Following of a Certificate's Chain of Trust;The product does not follow, or incorrectly follows, the chain of trust for a certificate back to a trusted root certificate, resulting in incorrect trust of any resource that is associated with that certificate.;Seguimiento incorrecto de la cadena de confianza de un certificado;El producto no sigue o sigue incorrectamente, la cadena de confianza para un certificado de regreso a un certificado raíz confiable, lo que resulta en una confianza incorrecta de cualquier recurso asociado con ese certificado.
297;Improper Validation of Certificate with Host Mismatch;The product communicates with a host that provides a certificate, but the product does not properly ensure that the certificate is actually associated with that host.;Validación inadecuada del certificado con desajuste del host;El producto se comunica con un host que proporciona un certificado, pero el producto no garantiza correctamente que el certificado realmente esté asociado con ese host.
298;Improper Validation of Certificate Expiration;A certificate expiration is not validated or is incorrectly validated, so trust may be assigned to certificates that have been abandoned due to age.;Validación inadecuada del vencimiento del certificado;El vencimiento de un certificado no se valida o se valida incorrectamente, por lo que la confianza puede asignarse a los certificados que se han abandonado debido a la edad.
299;Improper Check for Certificate Revocation;The product does not check or incorrectly checks the revocation status of a certificate, which may cause it to use a certificate that has been compromised.;Verificación incorrecta para la revocación de certificados;El producto no verifica ni verifica incorrectamente el estado de revocación de un certificado, lo que puede hacer que use un certificado que se haya comprometido.
300;Channel Accessible by Non-Endpoint;The product does not adequately verify the identity of actors at both ends of a communication channel, or does not adequately ensure the integrity of the channel, in a way that allows the channel to be accessed or influenced by an actor that is not an endpoint.;Canal accesible por no endpoint;El producto no verifica adecuadamente la identidad de los actores en ambos extremos de un canal de comunicación, o no garantiza adecuadamente la integridad del canal, de una manera que permite que el canal sea accedido o influenciado por un actor que no es un punto final.
301;Reflection Attack in an Authentication Protocol;Simple authentication protocols are subject to reflection attacks if a malicious user can use the target machine to impersonate a trusted user.;Ataque de reflexión en un protocolo de autenticación;Los protocolos de autenticación simples están sujetos a ataques de reflexión si un usuario malicioso puede usar la máquina de destino para hacerse pasar por un usuario de confianza.
302;Authentication Bypass by Assumed-Immutable Data;The authentication scheme or implementation uses key data elements that are assumed to be immutable, but can be controlled or modified by the attacker.;Autenticación derivada por datos inmutables;El esquema de autenticación o implementación utiliza elementos de datos clave que se supone que son inmutables, pero que el atacante puede controlar o modificar.
303;Incorrect Implementation of Authentication Algorithm;The requirements for the product dictate the use of an established authentication algorithm, but the implementation of the algorithm is incorrect.;Implementación incorrecta del algoritmo de autenticación;Los requisitos para el producto dictan el uso de un algoritmo de autenticación establecido, pero la implementación del algoritmo es incorrecta.
304;Missing Critical Step in Authentication;The product implements an authentication technique, but it skips a step that weakens the technique.;Falta el paso crítico en la autenticación;El producto implementa una técnica de autenticación, pero omite un paso que debilita la técnica.
305;Authentication Bypass by Primary Weakness;The authentication algorithm is sound, but the implemented mechanism can be bypassed as the result of a separate weakness that is primary to the authentication error.;Autenticación derivada por debilidad primaria;El algoritmo de autenticación es sólido, pero el mecanismo implementado puede omitirse como resultado de una debilidad separada que es primaria para el error de autenticación.
306;Missing Authentication for Critical Function;The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.;Falta de autenticación para la función crítica;El producto no realiza ninguna autenticación para la funcionalidad que requiere una identidad de usuario comprobable o consume una cantidad significativa de recursos.
307;Improper Restriction of Excessive Authentication Attempts;The product does not implement sufficient measures to prevent multiple failed authentication attempts within a short time frame, making it more susceptible to brute force attacks.;Restricción incorrecta de intentos de autenticación excesivos;El producto no implementa medidas suficientes para evitar múltiples intentos de autenticación fallidos en un corto período de tiempo, lo que lo hace más susceptible a los ataques de fuerza bruta.
308;Use of Single-factor Authentication;The use of single-factor authentication can lead to unnecessary risk of compromise when compared with the benefits of a dual-factor authentication scheme.;Uso de la autenticación de un solo factor;El uso de la autenticación de un solo factor puede conducir a un riesgo innecesario de compromiso en comparación con los beneficios de un esquema de autenticación de doble factor.
309;Use of Password System for Primary Authentication;The use of password systems as the primary means of authentication may be subject to several flaws or shortcomings, each reducing the effectiveness of the mechanism.;Uso del sistema de contraseña para la autenticación primaria;El uso de los sistemas de contraseña como medio principal de autenticación puede estar sujeto a varios defectos o deficiencias, cada uno reduciendo la efectividad del mecanismo.
311;Missing Encryption of Sensitive Data;The product does not encrypt sensitive or critical information before storage or transmission.;Falta cifrado de datos confidenciales;El producto no cifra información confidencial o crítica antes del almacenamiento o transmisión.
312;Cleartext Storage of Sensitive Information;The product stores sensitive information in cleartext within a resource that might be accessible to another control sphere.;ClearText Almacenamiento de información confidencial;El producto almacena información confidencial en ClearText dentro de un recurso que podría ser accesible para otra esfera de control.
313;Cleartext Storage in a File or on Disk;The product stores sensitive information in cleartext in a file, or on disk.;ClearText Storage en un archivo o en el disco;El producto almacena información confidencial en ClearText en un archivo o en el disco.
314;Cleartext Storage in the Registry;The product stores sensitive information in cleartext in the registry.;Almacenamiento de ClearText en el registro;El producto almacena información confidencial en ClearText en el registro.
315;Cleartext Storage of Sensitive Information in a Cookie;The product stores sensitive information in cleartext in a cookie.;Almacenamiento de ClearText de información confidencial en una cookie;El producto almacena información confidencial en ClearText en una cookie.
316;Cleartext Storage of Sensitive Information in Memory;The product stores sensitive information in cleartext in memory.;ClearText Almacenamiento de información confidencial en la memoria;El producto almacena información confidencial en ClearText en la memoria.
317;Cleartext Storage of Sensitive Information in GUI;The product stores sensitive information in cleartext within the GUI.;ClearText Almacenamiento de información confidencial en GUI;El producto almacena información confidencial en ClearText dentro de la GUI.
318;Cleartext Storage of Sensitive Information in Executable;The product stores sensitive information in cleartext in an executable.;ClearText Almacenamiento de información confidencial en ejecutable;El producto almacena información confidencial en ClearText en un ejecutable.
319;Cleartext Transmission of Sensitive Information;The product transmits sensitive or security-critical data in cleartext in a communication channel that can be sniffed by unauthorized actors.;Transmisión de ClearText de información confidencial;El producto transmite datos confidenciales o críticos de seguridad en ClearText en un canal de comunicación que puede ser olfateado por actores no autorizados.
321;Use of Hard-coded Cryptographic Key;The use of a hard-coded cryptographic key significantly increases the possibility that encrypted data may be recovered.;Uso de la clave criptográfica codificada;El uso de una clave criptográfica codificada aumenta significativamente la posibilidad de que se puedan recuperar los datos cifrados.
322;Key Exchange without Entity Authentication;The product performs a key exchange with an actor without verifying the identity of that actor.;Intercambio de claves sin autenticación de entidad;El producto realiza un intercambio clave con un actor sin verificar la identidad de ese actor.
323;Reusing a Nonce, Key Pair in Encryption;Nonces should be used for the present occasion and only once.;Reutilizando un par sin CELE en cifrado;Los nonces deben usarse para la presente ocasión y solo una vez.
324;Use of a Key Past its Expiration Date;The product uses a cryptographic key or password past its expiration date, which diminishes its safety significantly by increasing the timing window for cracking attacks against that key.;Uso de una clave más allá de su fecha de vencimiento;El producto utiliza una clave criptográfica o una contraseña más allá de su fecha de vencimiento, que disminuye su seguridad significativamente al aumentar la ventana de tiempo para los ataques de agrietamiento contra esa clave.
325;Missing Cryptographic Step;The product does not implement a required step in a cryptographic algorithm, resulting in weaker encryption than advertised by the algorithm.;Paso criptográfico faltante;El producto no implementa un paso requerido en un algoritmo criptográfico, lo que resulta en un cifrado más débil que el anunciado por el algoritmo.
326;Inadequate Encryption Strength;The product stores or transmits sensitive data using an encryption scheme that is theoretically sound, but is not strong enough for the level of protection required.;Fuerza de cifrado inadecuada;El producto almacena o transmite datos confidenciales utilizando un esquema de cifrado que es teóricamente sólido, pero no es lo suficientemente fuerte para el nivel de protección requerido.
327;Use of a Broken or Risky Cryptographic Algorithm;The product uses a broken or risky cryptographic algorithm or protocol.;Uso de un algoritmo criptográfico roto o arriesgado;El producto utiliza un algoritmo o protocolo criptográfico roto o arriesgado.
328;Use of Weak Hash;The product uses an algorithm that produces a digest (output value) that does not meet security expectations for a hash function that allows an adversary to reasonably determine the original input (preimage attack), find another input that can produce the same hash (2nd preimage attack), or find multiple inputs that evaluate to the same hash (birthday attack).;Uso de hash débil;El producto utiliza un algoritmo que produce un resumen (valor de salida) que no cumple con las expectativas de seguridad para una función hash que permite que un adversario determine razonablemente la entrada original (ataque preimagen), encuentre otra entrada que pueda producir el mismo hash (segunda preimagenataque), o encuentre múltiples entradas que evalúen al mismo hash (ataque de cumpleaños).
329;Generation of Predictable IV with CBC Mode;The product generates and uses a predictable initialization Vector (IV) with Cipher Block Chaining (CBC) Mode, which causes algorithms to be susceptible to dictionary attacks when they are encrypted under the same key.;Generación de IV predecible con modo CBC;El producto genera y utiliza un vector de inicialización predecible (IV) con el modo de encadenamiento de bloque de cifrado (CBC), lo que hace que los algoritmos sean susceptibles a los ataques de diccionario cuando están encriptados bajo la misma clave.
330;Use of Insufficiently Random Values;The product uses insufficiently random numbers or values in a security context that depends on unpredictable numbers.;Uso de valores insuficientemente aleatorios;El producto utiliza números o valores insuficientemente aleatorios en un contexto de seguridad que depende de números impredecibles.
331;Insufficient Entropy;The product uses an algorithm or scheme that produces insufficient entropy, leaving patterns or clusters of values that are more likely to occur than others.;Entropía insuficiente;El producto utiliza un algoritmo o esquema que produce entropía insuficiente, dejando patrones o grupos de valores que tienen más probabilidades de ocurrir que otros.
332;Insufficient Entropy in PRNG;The lack of entropy available for, or used by, a Pseudo-Random Number Generator (PRNG) can be a stability and security threat.;Entropía insuficiente en PRNG;La falta de entropía disponible o utilizada por un generador de números pseudo-aleatorio (PRNG) puede ser una amenaza de estabilidad y seguridad.
333;Improper Handling of Insufficient Entropy in TRNG;True random number generators (TRNG) generally have a limited source of entropy and therefore can fail or block.;Manejo inadecuado de entropía insuficiente en TRNG;Los verdaderos generadores de números aleatorios (TRNG) generalmente tienen una fuente limitada de entropía y, por lo tanto, pueden fallar o bloquear.
334;Small Space of Random Values;The number of possible random values is smaller than needed by the product, making it more susceptible to brute force attacks.;Pequeño espacio de valores aleatorios;El número de valores aleatorios posibles es más pequeño del que necesita el producto, lo que lo hace más susceptible a los ataques de fuerza bruta.
335;Incorrect Usage of Seeds in Pseudo-Random Number Generator (PRNG);The product uses a Pseudo-Random Number Generator (PRNG) but does not correctly manage seeds.;Uso incorrecto de semillas en el generador de números pseudo-aleatorios (PRNG);El producto utiliza un generador de números pseudo-aleatorio (PRNG) pero no gestiona correctamente las semillas.
336;Same Seed in Pseudo-Random Number Generator (PRNG);A Pseudo-Random Number Generator (PRNG) uses the same seed each time the product is initialized.;La misma semilla en el generador de números pseudo-aleatorio (PRNG);Un generador de números pseudo-aleatorio (PRNG) usa la misma semilla cada vez que se inicializa el producto.
337;Predictable Seed in Pseudo-Random Number Generator (PRNG);A Pseudo-Random Number Generator (PRNG) is initialized from a predictable seed, such as the process ID or system time.;Semilla predecible en el generador de números pseudo-aleatorios (PRNG);Un generador de números pseudo-aleatorio (PRNG) se inicializa a partir de una semilla predecible, como la identificación del proceso o el tiempo del sistema.
338;Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG);The product uses a Pseudo-Random Number Generator (PRNG) in a security context, but the PRNG's algorithm is not cryptographically strong.;Uso del generador de números pseudo-aleatorios criptográficamente débiles (PRNG);El producto utiliza un generador de números pseudo-aleatorio (PRNG) en un contexto de seguridad, pero el algoritmo de PRNG no es criptográficamente fuerte.
339;Small Seed Space in PRNG;A Pseudo-Random Number Generator (PRNG) uses a relatively small seed space, which makes it more susceptible to brute force attacks.;Pequeño espacio de semillas en PRNG;Un generador de números pseudo-aleatorio (PRNG) utiliza un espacio de semillas relativamente pequeño, lo que lo hace más susceptible a los ataques de fuerza bruta.
340;Generation of Predictable Numbers or Identifiers;The product uses a scheme that generates numbers or identifiers that are more predictable than required.;Generación de números o identificadores predecibles;El producto utiliza un esquema que genera números o identificadores que son más predecibles de lo requerido.
341;Predictable from Observable State;A number or object is predictable based on observations that the attacker can make about the state of the system or network, such as time, process ID, etc.;Predecible del estado observable;Un número u objeto es predecible en función de las observaciones que el atacante puede hacer sobre el estado del sistema o la red, como el tiempo, la identificación del proceso, etc.
342;Predictable Exact Value from Previous Values;An exact value or random number can be precisely predicted by observing previous values.;Valor exacto predecible de valores anteriores;Se puede predecir con precisión un valor exacto o un número aleatorio observando valores anteriores.
343;Predictable Value Range from Previous Values;The product's random number generator produces a series of values which, when observed, can be used to infer a relatively small range of possibilities for the next value that could be generated.;El valor predecible rango de valores anteriores;El generador de números aleatorios del producto produce una serie de valores que, cuando se observan, pueden usarse para inferir una gama relativamente pequeña de posibilidades para el siguiente valor que podría generarse.
344;Use of Invariant Value in Dynamically Changing Context;The product uses a constant value, name, or reference, but this value can (or should) vary across different environments.;Uso del valor invariante en un contexto que cambia dinámicamente;El producto utiliza un valor, nombre o referencia constante, pero este valor puede (o debería) variar en diferentes entornos.
345;Insufficient Verification of Data Authenticity;The product does not sufficiently verify the origin or authenticity of data, in a way that causes it to accept invalid data.;Verificación insuficiente de la autenticidad de los datos;El producto no verifica suficientemente el origen o la autenticidad de los datos, de una manera que hace que acepte datos no válidos.
346;Origin Validation Error;The product does not properly verify that the source of data or communication is valid.;Error de validación de origen;El producto no verifica correctamente que la fuente de datos o comunicación sea válida.
347;Improper Verification of Cryptographic Signature;The product does not verify, or incorrectly verifies, the cryptographic signature for data.;Verificación inadecuada de la firma criptográfica;El producto no verifica o verifica incorrectamente la firma criptográfica para los datos.
348;Use of Less Trusted Source;The product has two different sources of the same data or information, but it uses the source that has less support for verification, is less trusted, or is less resistant to attack.;Uso de una fuente menos confiable;El producto tiene dos fuentes diferentes de los mismos datos o información, pero utiliza la fuente que tiene menos soporte para la verificación, es menos confiable o es menos resistente al ataque.
349;Acceptance of Extraneous Untrusted Data With Trusted Data;The product, when processing trusted data, accepts any untrusted data that is also included with the trusted data, treating the untrusted data as if it were trusted.;Aceptación de datos extraños no confiables con datos confiables;El producto, al procesar datos confiables, acepta cualquier datos no confiables que también se incluyan con los datos confiables, tratando los datos no confiables como si se confiara.
350;Reliance on Reverse DNS Resolution for a Security-Critical Action;The product performs reverse DNS resolution on an IP address to obtain the hostname and make a security decision, but it does not properly ensure that the IP address is truly associated with the hostname.;Confía en la resolución de DNS inversa para una acción crítica de seguridad;El producto realiza una resolución de DNS inversa en una dirección IP para obtener el nombre de host y tomar una decisión de seguridad, pero no garantiza correctamente que la dirección IP esté realmente asociada con el nombre de host.
351;Insufficient Type Distinction;The product does not properly distinguish between different types of elements in a way that leads to insecure behavior.;Distinción de tipo insuficiente;El producto no distingue adecuadamente entre diferentes tipos de elementos de una manera que conduce a un comportamiento inseguro.
352;Cross-Site Request Forgery (CSRF);The web application does not, or can not, sufficiently verify whether a well-formed, valid, consistent request was intentionally provided by the user who submitted the request.;Falsificación de solicitud de sitio cruzado (CSRF);La aplicación web no puede, o no verificar suficientemente si el usuario que envió la solicitud proporcionó la solicitud, proporcionó intencionalmente una solicitud consistente bien formada, que envió la solicitud.
353;Missing Support for Integrity Check;The product uses a transmission protocol that does not include a mechanism for verifying the integrity of the data during transmission, such as a checksum.;Falta de soporte para la verificación de integridad;El producto utiliza un protocolo de transmisión que no incluye un mecanismo para verificar la integridad de los datos durante la transmisión, como una suma de verificación.
354;Improper Validation of Integrity Check Value;The product does not validate or incorrectly validates the integrity check values or checksums of a message. This may prevent it from detecting if the data has been modified or corrupted in transmission.;Validación inadecuada del valor de verificación de integridad;El producto no valida ni valida incorrectamente los valores de verificación de integridad o suma de verificación de un mensaje.Esto puede evitar que detecte si los datos han sido modificados o corrompidos en la transmisión.
356;Product UI does not Warn User of Unsafe Actions;The product's user interface does not warn the user before undertaking an unsafe action on behalf of that user. This makes it easier for attackers to trick users into inflicting damage to their system.;La interfaz de usuario del producto no advierte al usuario de acciones inseguras;La interfaz de usuario del producto no advierte al usuario antes de realizar una acción insegura en nombre de ese usuario.Esto facilita a los atacantes engañar a los usuarios para que infligan daños a su sistema.
357;Insufficient UI Warning of Dangerous Operations;The user interface provides a warning to a user regarding dangerous or sensitive operations, but the warning is not noticeable enough to warrant attention.;Advertencia de interfaz de usuario insuficiente de operaciones peligrosas;La interfaz de usuario proporciona una advertencia a un usuario con respecto a las operaciones peligrosas o sensibles, pero la advertencia no es lo suficientemente notable como para justificar la atención.
358;Improperly Implemented Security Check for Standard;The product does not implement or incorrectly implements one or more security-relevant checks as specified by the design of a standardized algorithm, protocol, or technique.;Verificación de seguridad implementada incorrectamente para el estándar;El producto no implementa ni implementa incorrectamente una o más controles relevantes para la seguridad como se especifica por el diseño de un algoritmo, protocolo o técnica estandarizados.
359;Exposure of Private Personal Information to an Unauthorized Actor;The product does not properly prevent a person's private, personal information from being accessed by actors who either (1) are not explicitly authorized to access the information or (2) do not have the implicit consent of the person about whom the information is collected.;Exposición de información personal privada a un actor no autorizado;El producto no evita que la información privada y personal de una persona sea accedida por actores a quienes (1) no están explícitamente autorizados para acceder a la información o (2) no tienen el consentimiento implícito de la persona sobre la que se recopila la información.
360;Trust of System Event Data;Security based on event locations are insecure and can be spoofed.;Confianza de los datos del evento del sistema;La seguridad basada en las ubicaciones de los eventos es insegura y puede ser falsificada.
362;Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition');The product contains a code sequence that can run concurrently with other code, and the code sequence requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence that is operating concurrently.;Ejecución concurrente utilizando recursos compartidos con sincronización inadecuada ('condición de carrera');El producto contiene una secuencia de código que puede ejecutarse simultáneamente con otro código, y la secuencia de código requiere un acceso temporal y exclusivo a un recurso compartido, pero existe una ventana de sincronización en la que el recurso compartido puede modificarse por otra secuencia de código que funciona simultáneamente.
363;Race Condition Enabling Link Following;The product checks the status of a file or directory before accessing it, which produces a race condition in which the file can be replaced with a link before the access is performed, causing the product to access the wrong file.;Condición de carrera que habilita el enlace a continuación;El producto verifica el estado de un archivo o directorio antes de acceder a él, que produce una condición de carrera en la que el archivo se puede reemplazar con un enlace antes de que se realice el acceso, lo que hace que el producto acceda al archivo incorrecto.
364;Signal Handler Race Condition;The product uses a signal handler that introduces a race condition.;Condición de la carrera del manejador de señales;El producto utiliza un controlador de señal que introduce una condición de carrera.
365;DEPRECATED: Race Condition in Switch;This entry has been deprecated. There are no documented cases in which a switch's control expression is evaluated more than once.;Deprecida: condición de carrera en interruptor;Esta entrada ha sido desaprobada.No hay casos documentados en los que se evalúe la expresión de control de un interruptor más de una vez.
366;Race Condition within a Thread;If two threads of execution use a resource simultaneously, there exists the possibility that resources may be used while invalid, in turn making the state of execution undefined.;Condición de carrera dentro de un hilo;Si dos hilos de ejecución usan un recurso simultáneamente, existe la posibilidad de que los recursos se usen sin válvulas, a su vez, lo que hace que el estado de ejecución sea indefinido.
367;Time-of-check Time-of-use (TOCTOU) Race Condition;The product checks the state of a resource before using that resource, but the resource's state can change between the check and the use in a way that invalidates the results of the check. This can cause the product to perform invalid actions when the resource is in an unexpected state.;Condición de la hora de tiempo de tiempo de uso (TCTOU);El producto verifica el estado de un recurso antes de usar ese recurso, pero el estado del recurso puede cambiar entre el cheque y el uso de una manera que invalida los resultados de la verificación.Esto puede hacer que el producto realice acciones no válidas cuando el recurso está en un estado inesperado.
368;Context Switching Race Condition;A product performs a series of non-atomic actions to switch between contexts that cross privilege or other security boundaries, but a race condition allows an attacker to modify or misrepresent the product's behavior during the switch.;Condición de carrera de cambio de contexto;Un producto realiza una serie de acciones no atómicas para cambiar entre contextos que cruzan los privilegios u otros límites de seguridad, pero una condición de carrera permite a un atacante modificar o tergiversar el comportamiento del producto durante el interruptor.
369;Divide By Zero;The product divides a value by zero.;Dividir por cero;El producto divide un valor por cero.
370;Missing Check for Certificate Revocation after Initial Check;The product does not check the revocation status of a certificate after its initial revocation check, which can cause the product to perform privileged actions even after the certificate is revoked at a later time.;Falta de comprobación para la revocación del certificado después de la verificación inicial;El producto no verifica el estado de revocación de un certificado después de su verificación de revocación inicial, lo que puede hacer que el producto realice acciones privilegiadas incluso después de revocar el certificado en un momento posterior.
372;Incomplete Internal State Distinction;The product does not properly determine which state it is in, causing it to assume it is in state X when in fact it is in state Y, causing it to perform incorrect operations in a security-relevant manner.;Distinción estatal interna incompleta;El producto no determina correctamente en qué estado se encuentra, lo que hace que suponga que está en el estado X cuando de hecho está en el estado y, lo que hace que realice operaciones incorrectas de manera relevante para la seguridad.
373;DEPRECATED: State Synchronization Error;This entry was deprecated because it overlapped the same concepts as race condition (CWE-362) and Improper Synchronization (CWE-662).;Descargado: error de sincronización de estado;Esta entrada fue desaprobada porque superó los mismos conceptos que la condición de raza (CWE-362) y la sincronización inadecuada (CWE-662).
374;Passing Mutable Objects to an Untrusted Method;The product sends non-cloned mutable data as an argument to a method or function.;Pasar objetos mutables a un método no confiable;El producto envía datos mutables no clonados como argumento a un método o función.
